Fund Ticker, Holding Ticker,Security Identifier, Name, CouponRate, MaturityDate, Effective Date, Next_Call_Date, rating, Shares/Par Value, MarketValue, PercentageOfFund, PositionDate 
PGX,SF D,860630862,Stifel Financial Corp,4.50,12/31/2079,07/22/2021,08/15/2026,BB-/NR,"560,780",9022894.122,0.19,03/29/2023
PGX,OAK B,674001409,Oaktree Capital Group LLC,6.55,12/31/2079,08/09/2018,09/15/2023,BBB/NA,"428,783",9006586.915,0.19,03/29/2023
PGX,KIM M,49446R711,Kimco Realty Corp,5.25,12/31/2079,12/20/2017,04/28/2023,BBB-/Baa2,"437,962",8859971.26,0.19,03/29/2023
PGX,OZKAP,06417N202,Bank OZK,4.62,12/31/2079,11/04/2021,11/15/2026,NR/Ba2,"580,566",8853631.5,0.19,03/29/2023
PGX,WRB G,084423888,W R Berkley Corp,4.25,09/30/2060,09/21/2020,09/30/2025,BBB-/Baa2,"459,288",8731064.88,0.19,03/29/2023
PGX,CMSA,125896860,CMS Energy Corp,5.62,03/15/2078,03/08/2018,04/10/2023,BBB-/Baa3,"361,467",8599299.93,0.19,03/29/2023
PGX,MGRB,008252843,Affiliated Managers Group Inc,4.75,09/30/2060,09/23/2020,09/30/2025,BBB-/Baa1,"498,154",8499752.625,0.18,03/29/2023
PGX,BPYPO,G16249156,Brookfield Property Partners LP,6.38,,08/20/2019,09/30/2024,BB/NR,"536,215",8413213.35,0.18,03/29/2023
PGX,SFB,860630607,Stifel Financial Corp,5.20,10/15/2047,10/04/2017,04/28/2023,BBB-/NA,"418,790",8407209.25,0.18,03/29/2023
PGX,AHL D,G05384162,Aspen Insurance Holdings Ltd,5.62,12/31/2079,09/20/2016,01/01/2027,BB+/Ba1u,"444,143",8252176.94,0.18,03/29/2023
PGX,AHL E,G05384204,Aspen Insurance Holdings Ltd,5.62,12/31/2079,08/13/2019,10/01/2024,BB+/NR,"433,501",8249524.03,0.18,03/29/2023
PGX,BIPI,05554M100,BIP Bermuda Holdings I Ltd,5.12,12/31/2079,01/21/2022,01/21/2027,BBB-/NA,"459,309",8221631.1,0.18,03/29/2023
PGX,BC A,117043406,Brunswick Corp/DE,6.50,10/15/2048,10/03/2018,10/15/2023,BBB-/Baa2,"320,140",7982290.725,0.17,03/29/2023
PGX,AIZN,04621X306,Assurant Inc,5.25,01/15/2061,11/19/2020,01/15/2026,BB+/Baa3,"399,704",7866924.165,0.17,03/29/2023
PGX,KIM L,49446R737,Kimco Realty Corp,5.12,12/31/2079,08/16/2017,04/28/2023,BBB-/Baa2,"386,043",7643651.4,0.16,03/29/2023
PGX,CMS C,125896837,CMS Energy Corp,4.20,12/31/2079,07/01/2021,07/15/2026,BBB-/Ba1,"393,051",7628137.2825,0.16,03/29/2023
PGX,BIP B,G16252275,Brookfield Infrastructure Partners LP,5.00,12/31/2079,01/21/2021,02/16/2026,BBB-/NR,"404,444",7595458.32,0.16,03/29/2023
PGX,VNO M,929042828,Vornado Realty Trust,5.25,12/31/2079,12/13/2017,04/28/2023,BB/Ba1,"579,638",7581665.04,0.16,03/29/2023
PGX,DLR K,253868830,Digital Realty Trust Inc,5.85,12/31/2079,03/13/2019,03/13/2024,BB+/Baa3,"328,996",7566908.0,0.16,03/29/2023
PGX,PSA-PM,74460W537,Public Storage,4.12,12/31/2079,08/14/2020,08/14/2025,BBB+/A3,"411,526",7526810.54,0.16,03/29/2023
PGX,WAFDP,938824307,Washington Federal Inc,4.88,12/31/2079,02/08/2021,04/15/2026,NR/Baa3,"478,898",7482930.666176,0.16,03/29/2023
PGX,PSA I,74460W628,Public Storage,4.88,12/31/2079,09/12/2019,09/12/2024,BBB+/A3,"348,106",7463392.64,0.16,03/29/2023
PGX,WRB E,084423706,W R Berkley Corp,5.70,03/30/2058,03/26/2018,04/28/2023,BBB-/Baa2,"316,341",7449830.55,0.16,03/29/2023
PGX,FCNCO,31959X202,First Citizens BancShares Inc/NC,5.62,12/31/2079,01/04/2022,01/04/2027,NR/Ba1,"343,216",7437490.72,0.16,03/29/2023
PGX,BPYPN,G16249164,Brookfield Property Partners LP,5.75,12/31/2079,02/18/2020,03/31/2025,BB/NR,"535,097",7416444.42,0.16,03/29/2023
PGX,OAK A,674001300,Oaktree Capital Group LLC,6.62,12/31/2079,05/17/2018,06/15/2023,BBB/NA,"344,079",7346086.65,0.16,03/29/2023
PGX,TRTN C,EP0580365,Triton International Ltd,7.38,12/31/2079,11/07/2019,12/15/2024,BB/NA,"311,273",7344486.435,0.16,03/29/2023
PGX,HWCPZ,410120406,Hancock Whitney Corp,6.25,06/15/2060,06/02/2020,06/15/2025,BBB-/Baa3,"310,582",7292465.36,0.16,03/29/2023
PGX,QVCC,747262400,QVC Inc,6.25,11/26/2068,11/26/2019,11/26/2024,B-/B2,"911,557",7283340.43,0.16,03/29/2023
PGX,SRC A,84860W201,Spirit Realty Capital Inc,6.00,12/31/2079,10/03/2017,04/28/2023,BB+/Baa3,"324,582",7221949.5,0.16,03/29/2023
PGX,FRC N,33616C696,First Republic Bank/CA,4.50,12/31/2079,11/29/2021,12/31/2026,CCC/Caa1,"1,332,780",7197012.0,0.15,03/29/2023
PGX,VNO O,929042794,Vornado Realty Trust,4.45,12/31/2079,09/22/2021,09/22/2026,BB/Ba1,"660,733",7195382.37,0.15,03/29/2023
PGX,BIPH,11276B109,Brookfield Infrastructure Finance ULC,5.00,05/24/2081,05/24/2021,05/24/2026,BBB-/NR,"406,748",7150629.84,0.15,03/29/2023
PGX,SPNT B,EP0598912,SiriusPoint Ltd,8.00,12/31/2079,02/26/2021,02/26/2026,BB+/NA,"327,055",7133069.55,0.15,03/29/2023
PGX,DTB,233331826,DTE Energy Co,4.38,10/15/2080,10/01/2020,10/15/2025,BBB-/Baa3,"354,115",7120035.20263,0.15,03/29/2023
PGX,HBANM,446150781,Huntington Bancshares Inc/OH,5.70,12/31/2079,06/09/2021,06/01/2023,BB+/NR,"339,703",7113380.82,0.15,03/29/2023
PGX,HPP C,444097307,Hudson Pacific Properties Inc,4.75,12/31/2079,11/16/2021,11/16/2026,BB/Ba1,"724,510",7063972.5,0.15,03/29/2023
PGX,CADE A,12740C202,Cadence Bank,5.50,12/31/2079,11/20/2019,11/20/2024,BB+/Ba1,"339,623",7016611.18,0.15,03/29/2023
PGX,TRTN E,EP0599514,Triton International Ltd,5.75,12/31/2079,08/18/2021,09/15/2026,BB/NA,"340,554",6984762.54,0.15,03/29/2023
PGX,AFGC,025932880,American Financial Group Inc/OH,5.12,12/15/2059,12/02/2019,12/15/2024,BBB-/Baa2,"363,782",6948236.2,0.15,03/29/2023
PGX,SLG I,78440X507,SL Green Realty Corp,6.50,12/31/2079,08/10/2012,04/28/2023,B+/Ba3,"386,601",6898411.59375,0.15,03/29/2023
PGX,WAL A,957638406,Western Alliance Bancorp,4.25,12/31/2079,09/22/2021,09/30/2026,NR/Ba1,"526,289",6889123.01,0.15,03/29/2023
PGX,CTA-PB,263534307,EIDP Inc,4.50,12/31/2079,07/07/1937,05/30/2023,BBB/NR,"81,444",6813613.1844,0.15,03/29/2023
PGX,BIP A,G16252267,Brookfield Infrastructure Partners LP,5.12,12/31/2079,09/21/2020,10/15/2025,BBB-/NR,"357,458",6788127.42,0.15,03/29/2023
PGX,SITC A,82981J877,SITE Centers Corp,6.38,12/31/2079,06/05/2017,04/28/2023,BB/NR,"306,591",6781762.2609,0.15,03/29/2023
PGX,PSA K,74460W578,Public Storage,4.75,12/31/2079,12/20/2019,12/20/2024,BBB+/A3,"316,078",6770390.76,0.15,03/29/2023
PGX,FRC L,33616C746,First Republic Bank/CA,4.25,12/31/2079,02/09/2021,03/30/2026,CCC/Caa1,"1,334,251",6711282.53,0.14,03/29/2023
PGX,BEPI,11259P208,Brookfield BRP Holdings Canada Inc,4.88,12/31/2079,12/09/2021,12/09/2026,BBB-/NA,"445,590",6701673.6,0.14,03/29/2023
PGX,FRC M,33616C720,First Republic Bank/CA,4.00,12/31/2079,07/21/2021,08/30/2026,CCC/Caa1,"1,325,949",6669523.47,0.14,03/29/2023
PGX,AFGE,025932864,American Financial Group Inc/OH,4.50,09/15/2060,09/15/2020,09/15/2025,BBB-/Baa2,"359,060",6599522.8,0.14,03/29/2023
PGX,FRT C,313745200,Federal Realty Investment Trust,5.00,12/31/2079,09/29/2017,04/28/2023,BBB-/Baa2,"315,350",6578201.0,0.14,03/29/2023
PGX,GNL A,379378300,Global Net Lease Inc,7.25,12/31/2079,09/12/2017,04/28/2023,NR/NR,"314,776",6429299.8,0.14,03/29/2023
PGX,WEC,45822P204,Integrys Holding Inc,6.00,08/01/2073,08/15/2013,08/01/2023,BBB/Baa2,"261,761",6406600.475,0.14,03/29/2023
PGX,BNJ,11272B103,Brookfield Finance I UK Plc,4.50,12/31/2079,11/24/2020,11/24/2025,BBB/Baa2,"426,117",6390902.766,0.14,03/29/2023
PGX,FITBP,316773886,Fifth Third Bancorp,6.00,12/31/2079,08/27/2019,06/30/2023,NR/NR,"279,137",6382467.505,0.14,03/29/2023
PGX,PRE J,G68603169,PartnerRe Ltd,4.88,12/31/2079,03/15/2021,03/15/2026,BBB/Baa2,"305,886",6368546.52,0.14,03/29/2023
PGX,FITBI,316773605,Fifth Third Bancorp,6.62,12/31/2079,12/09/2013,12/31/2023,BB+/Baa3,"259,472",6268843.52,0.13,03/29/2023
PGX,BEP A,EP0586206,Brookfield Renewable Partners LP,5.25,12/31/2079,02/24/2020,03/31/2025,BBB-/NR,"340,759",6201813.8,0.13,03/29/2023
PGX,VNO L,929042844,Vornado Realty Trust,5.40,12/31/2079,01/25/2013,04/28/2023,BB/Ba1,"461,246",6171471.48,0.13,03/29/2023
PGX,EPR G,26884U505,EPR Properties,5.75,12/31/2079,11/30/2017,04/28/2023,B+/Ba1,"357,095",6160111.934375,0.13,03/29/2023
PGX,SIGIP,816300503,Selective Insurance Group Inc,4.60,12/31/2079,12/09/2020,12/15/2025,BB+/Ba1,"355,411",6113069.2,0.13,03/29/2023
PGX,PSA O,74460W487,Public Storage,3.90,12/31/2079,11/17/2020,11/17/2025,BBB+/A3,"342,862",6102909.3138,0.13,03/29/2023
PGX,MBINN,58844R702,Merchants Bancorp/IN,6.00,12/31/2079,03/23/2021,04/01/2026,NR/Ba3,"319,949",6047036.1,0.13,03/29/2023
PGX,FULTP,360271308,Fulton Financial Corp,5.12,12/31/2079,10/29/2020,01/15/2026,NA/Baa3,"359,450",6027886.6375,0.13,03/29/2023
PGX,VNO N,929042810,Vornado Realty Trust,5.25,12/31/2079,11/24/2020,11/24/2025,BB/Ba1,"472,981",6021048.13,0.13,03/29/2023
PGX,SNV D,87161C600,Synovus Financial Corp,6.30,12/31/2079,06/21/2018,06/21/2023,BB-/NR,"255,274",5991280.78,0.13,03/29/2023
PGX,SCE G,78407R204,SCE Trust II,5.10,12/31/2079,01/29/2013,04/28/2023,BB+/Baa3,"287,281",5903653.2781,0.13,03/29/2023
PGX,MBINM,58844R884,Merchants Bancorp/IN,8.25,12/31/2079,09/27/2022,10/01/2027,NA/Ba3,"241,039",5888582.77,0.13,03/29/2023
PGX,TRTN-PB,EP0573691,Triton International Ltd,8.00,12/31/2079,06/24/2019,09/15/2024,BB/NR,"243,369",5857891.83,0.13,03/29/2023
PGX,AFGD,025932872,American Financial Group Inc/OH,5.62,06/01/2060,05/29/2020,06/01/2025,BBB-/Baa2,"252,032",5632915.2,0.12,03/29/2023
PGX,BOH A,062545207,Bank of Hawaii Corp,4.38,12/31/2079,06/15/2021,08/01/2026,NR/Baa2,"335,809",5502230.465,0.12,03/29/2023
PGX,ADC A,008492209,Agree Realty Corp,4.25,12/31/2079,09/17/2021,09/17/2026,BB+/Baa2,"316,360",5441392.0,0.12,03/29/2023
PGX,MGRD,008252835,Affiliated Managers Group Inc,4.20,09/30/2061,07/13/2021,09/30/2026,BBB-/Baa1,"351,909",5401803.15,0.12,03/29/2023
PGX,ARGO A,040128209,Argo Group International Holdings Ltd,7.00,12/31/2079,07/09/2020,09/15/2025,BB/NR,"239,811",5359775.85,0.12,03/29/2023
PGX,BC B,117043505,Brunswick Corp/DE,6.62,01/15/2049,12/03/2018,01/15/2024,BBB-/Baa2,"211,170",5284727.11629,0.11,03/29/2023
PGX,SF B,860630706,Stifel Financial Corp,6.25,12/31/2079,02/28/2019,03/15/2024,BB-/NR,"223,344",5268684.96,0.11,03/29/2023
PGX,FHN E,320517402,First Horizon Corp,6.50,12/31/2079,05/28/2020,10/10/2025,NR/Ba2,"244,981",5262191.88,0.11,03/29/2023
PGX,FTAIO,EP0602235,FTAI Aviation Ltd,8.00,,11/11/2022,12/15/2024,NR/NR,"232,026",5171859.54,0.11,03/29/2023
PGX,BPYPP,G16249149,Brookfield Property Partners LP,6.50,12/31/2079,03/21/2019,03/31/2024,BB/NR,"310,076",5085246.4,0.11,03/29/2023
PGX,AMH G,02665T876,American Homes 4 Rent,5.88,12/31/2079,07/17/2017,04/28/2023,BB+/NR,"218,753",4994130.99,0.11,03/29/2023
PGX,ARGD,040130205,Argo Group US Inc,6.50,09/15/2042,09/25/2012,04/28/2023,BBB-/NR,"231,731",4982216.5,0.11,03/29/2023
PGX,ONBPP,68003D204,Old National Bancorp/IN,7.00,12/31/2079,02/16/2022,08/20/2025,NA/Baa2,"203,527",4929423.94,0.11,03/29/2023
PGX,WTFCM,97650W405,Wintrust Financial Corp,6.50,12/31/2079,06/25/2015,07/15/2025,NA/NA,"212,286",4876209.42,0.10,03/29/2023
PGX,TRTN D,EP0585000,Triton International Ltd,6.88,12/31/2079,01/24/2020,03/15/2025,BB/NR,"219,710",4868773.6,0.10,03/29/2023
PGX,WBS F,947890505,Webster Financial Corp,5.25,12/31/2079,12/12/2017,04/28/2023,BB/Baa3,"279,887",4783268.83,0.10,03/29/2023
PGX,AMH H,02665T868,American Homes 4 Rent,6.25,12/31/2079,09/19/2018,09/19/2023,BB+/Ba1,"197,130",4721263.5,0.10,03/29/2023
PGX,PSA Q,74460W446,Public Storage,3.95,12/31/2079,08/17/2021,08/17/2026,BBB+/A3,"265,032",4701667.68,0.10,03/29/2023
PGX,FHN F,320517865,First Horizon Corp,4.70,12/31/2079,05/03/2021,07/10/2026,NA/Ba2,"254,214",4682621.88,0.10,03/29/2023
PGX,CNO A,12621E301,CNO Financial Group Inc,5.12,11/25/2060,11/25/2020,11/25/2025,BB/Ba1,"287,846",4677497.5,0.10,03/29/2023
PGX,OPINL,67623C208,Office Properties Income Trust,6.38,06/23/2050,06/23/2020,06/23/2025,BBB-/Ba2,"275,460",4674556.2,0.10,03/29/2023
PGX,CFR B,229899307,Cullen/Frost Bankers Inc,4.45,12/31/2079,11/19/2020,12/15/2025,BBB-/Baa2,"250,282",4625261.4164,0.10,03/29/2023
PGX,PSEC A,74348T565,Prospect Capital Corp,5.35,12/31/2079,07/19/2021,07/01/2026,BB/Ba2,"294,758",4568749.0,0.10,03/29/2023
PGX,FRC K,33616C761,First Republic Bank/CA,4.12,12/31/2079,09/16/2020,10/30/2025,CCC/Caa1,"886,162",4430101.0704,0.10,03/29/2023
PGX,MBINO,58844R603,Merchants Bancorp/IN,6.00,12/31/2079,08/19/2019,10/01/2024,NA/Ba3,"215,090",4366327.0,0.09,03/29/2023
PGX,SJIJ,838518207,South Jersey Industries Inc,5.62,09/16/2079,09/16/2019,09/16/2024,BB+/NA,"331,423",4076502.9,0.09,03/29/2023
PGX,AFGB,025932807,American Financial Group Inc/OH,5.88,03/30/2059,03/18/2019,03/30/2024,BBB-/Baa2,"184,221",3971804.76,0.09,03/29/2023
PGX,PCG A,694308206,Pacific Gas and Electric Co,6.00,11/05/2049,11/18/1992,N/A,NR/WR,"179,584",3950848.0,0.09,03/29/2023
PGX,ESGRO,29359U208,Enstar Group Ltd,7.00,12/31/2079,11/21/2018,03/01/2024,BB+/NR,"171,970",3886522.0,0.08,03/29/2023
PGX,FTAIP,EP0602227,FTAI Aviation Ltd,8.25,,11/11/2022,09/15/2024,NR/NR,"170,009",3813301.87,0.08,03/29/2023
PGX,VLYPP,919794206,Valley National Bancorp,6.25,12/31/2079,06/19/2015,06/30/2025,BB/NR,"176,760",3768523.2,0.08,03/29/2023
PGX,FTAIN,EP0602243,FTAI Aviation Ltd,8.25,,11/11/2022,06/15/2026,NR/NR,"168,973",3747821.14,0.08,03/29/2023
PGX,COF K,14040H774,Capital One Financial Corp,4.62,12/31/2079,09/17/2020,12/01/2025,BB/Baa3,"211,626",3709803.78,0.08,03/29/2023
PGX,FHN D,320517808,First Horizon Corp,6.10,,07/02/2020,05/01/2024,NR/NR,"168,297",3609970.65,0.08,03/29/2023
PGX,FRC J,33616C787,First Republic Bank/CA,4.70,12/31/2079,12/03/2019,12/31/2024,CCC/Caa1,"668,279",3581975.44,0.08,03/29/2023
PGX,ONBPO,68003D303,Old National Bancorp/IN,7.00,12/31/2079,02/16/2022,08/20/2025,NA/Baa2,"139,993",3464826.75,0.07,03/29/2023
PGX,FOSLL,34988V304,Fossil Group Inc,7.00,11/30/2026,11/08/2021,11/30/2023,B-/NA,"200,222",3463840.6,0.07,03/29/2023
PGX,FRC I,336158803,First Republic Bank/CA,5.50,12/31/2079,06/12/2018,06/30/2023,CCC/Caa1,"540,086",3326929.76,0.07,03/29/2023
PGX,ASB E,045487204,Associated Banc-Corp,5.88,12/31/2079,09/26/2018,12/15/2023,BB/Baa3,"175,944",3291912.24,0.07,03/29/2023
PGX,QVCD,747262301,QVC Inc,6.38,09/13/2067,09/13/2018,09/13/2023,B-/B2,"402,357",3259091.7,0.07,03/29/2023
PGX,PSA J,74460W594,Public Storage,4.70,12/31/2079,11/15/2019,11/15/2024,BBB+/A3,"141,844",3009929.68,0.06,03/29/2023
PGX,NS C,67058H409,NuStar Energy LP,12.04,12/31/2079,11/30/2017,04/28/2023,B-/B2,"115,525",2914695.75,0.06,03/29/2023
PGX,GNL B,379378409,Global Net Lease Inc,6.88,12/31/2079,11/26/2019,11/26/2024,NA/NA,"149,529",2891427.3201,0.06,03/29/2023
PGX,KMPB,488401308,Kemper Corp,5.88,03/15/2062,03/10/2022,03/15/2027,BB/Ba1,"140,282",2623273.4,0.06,03/29/2023
PGX,ASB F,045487402,Associated Banc-Corp,5.62,12/31/2079,06/15/2020,09/15/2025,BB/Baa3,"116,869",2204149.34,0.05,03/29/2023
PGX,STAR D,45031U408,iStar Inc,8.00,12/31/2079,11/04/1999,04/28/2023,B/B1,"82,635",2066701.35,0.04,03/29/2023
PGX,FRC H,33616C811,First Republic Bank/CA,5.12,12/31/2079,06/07/2017,04/28/2023,CCC/Caa1,"350,713",2062192.44,0.04,03/29/2023
PGX,NS B,67058H300,NuStar Energy LP,10.80,12/31/2079,04/28/2017,04/28/2023,B-/B2,"79,437",1783360.65,0.04,03/29/2023
PGX,DHCNI,25525P206,Diversified Healthcare Trust,5.62,08/01/2042,07/20/2012,04/28/2023,CCC+/Ca,"79,821",997762.5,0.02,03/29/2023
PGX,BPOPM,73317H206,Popular Capital Trust II,6.12,12/01/2034,11/30/2004,04/28/2023,B+/Ba2,"38,700",969822.0,0.02,03/29/2023
PGX,SIVPQ,78486Q200,SVB Financial Group,5.25,12/31/2079,12/09/2019,02/15/2025,NR/WR,"649,985",649985.0,0.01,03/29/2023
PGX,STAR I,45031U804,iStar Inc,7.50,12/31/2079,03/01/2004,04/28/2023,B/B1,"25,186",629524.07,0.01,03/29/2023
PGX,SBNYL,82669G203,Signature Bank/New York NY,5.00,12/31/2079,12/17/2020,12/30/2025,NR/WR,"1,237,697",70548.729,0.00,03/29/2023
PGX,-CASH-,CASHUSD00,Cash/Receivables/Payables,.00,,01/01/1970,N/A,NR/NR,"-816,771",-816770.59,-0.02,03/29/2023
